name,frequency,place_type,place_category
Col de Catteri,1,pass,depression
Col de Chapour,1,pass,depression
Col de Chavière,1,pass,depression
Col de Chiralba,1,pass,depression
Col de Coralli,1,pass,depression
Col de Croce d’Arbitro,1,pass,depression
Col de Fuminataya,1,pass,depression
Col de Gapelu,1,pass,depression
Col de Granon,1,pass,depression
Col de l’Échelle,1,pass,depression
Col de l’Estaque,1,pass,depression
Col de la Chapelotte,1,pass,depression
Col de la Civia,1,pass,depression
Col de la Croix Saint-Robert,1,pass,depression
Col de la Cula,1,gap,depression
Col de la Feita,1,gap,depression
Col de la Gypièra,1,pass,depression
Col de la Moreno,1,pass,depression
Col de la Muzelle,1,gap,depression
Col de la Petite Cayolle,1,pass,depression
Col de la Pierre Blanche,1,gap,depression
Col de la Placette,1,pass,depression
Col de la Portaneille,1,pass,depression
Col de la Porte,2,pass,depression
Col de la Rousse,1,pass,depression
Col de la Vallée Étroite,1,pass,depression
Col de Labouret,1,pass,depression
Col de Larche,1,pass,depression
Col de Malval,1,pass,depression
Col de Marignac,1,pass,depression
Col de Moroca,1,pass,depression
Col de Nuria,1,pass,depression
Col de Parpaillon,1,pass,depression
Col de Peipin,1,pass,depression
Col de Pelouse,1,pass,depression
Col de Pensier,1,pass,depression
Col de Périlloux,1,pass,depression
Col de Rapari,1,pass,depression
Col de Sainte-Marie,1,pass,depression
Col de Sciano,1,pass,depression
Col de Seysse,1,pass,depression
Col de Sicières,1,pass,depression
Col de Talon,1,pass,depression
Col de Tamié,1,pass,depression
Col de Teghime,1,pass,depression
Col de Thures,1,pass,depression
Col de Tortes,1,pass,depression
Col des 30 Souches,1,pass,depression
Col des Ampedrats,1,pass,depression
Col des Masses,1,pass,depression
Col des Prés Nouveaux,1,pass,depression
Col des Rochilles,1,pass,depression
Col du Campo di Lupo,1,pass,depression
Col du Chardonnet,1,pass,depression
Col du Fau,2,pass,depression
Col du Grand Cucheron,1,pass,depression
Col du Hundsrück,1,pass,depression
Col du Pourtalet,1,pass,depression
Col du Rocher Blanc,1,pass,depression
Col du Wettstein,1,pass,depression
Col la Grand Voudène,1,gap,depression
Col Miscon,1,pass,depression
Col Pers,1,pass,depression
Col Phagocelay,1,pass,depression
Col Rouge,1,pass,depression
Col Saint-Jean,2,pass,depression
Col Tanarello,1,pass,depression
Cole de Salvi,1,pass,depression
Coll de Cerbi,1,pass,depression
Coll de la Estuca,1,pass,depression
Coll de Pal,1,pass,depression
Colla di Malabera,1,pass,depression
Collado de la Cascada,1,pass,depression
Collado de la Poterla,1,pass,depression
Collado de Lizuniaga,1,pass,depression
Collado de Rumpiso,1,pass,depression
Colle Biancetta,1,pass,depression
Colle Bosse,1,peak,elevation
Colle del Piccolo San Bernardo,1,pass,depression
Colle di Tenda,1,pass,depression
Colle di Thuras,1,pass,depression
Colle Gimont,1,pass,depression
Colle Vecchio,1,pass,depression
Colle Vittona,1,pass,depression
Collet de Rougies,1,hill,elevation
