name,industry
Schachinger Logistik Holding GmbH,INDUSTRIALS
bauMax AG,CONSUMER DISCRETIONARY
JULIUS MEINL AM GRABEN,NOT RELEVANT
Doka Industrie GmbH,INDUSTRIALS
voestalpine Rotec GmbH,MATERIALS
Ebreichsdorfer Immobilien Verwaltun,REAL ESTATE
LIEBHERR-WERK TELFS GMBH,INDUSTRIALS
Com One Austria GmbH,INFORMATION TECHNOLOGY
Diverse Forderungen Silgan,MATERIALS
Woman GmbH & Co KG,COMMUNICATIONS
Österreichische Beteiligungs AG,FINANCIALS
ArcelorMittal Building Solutions Au,MATERIALS
Hellmayr GmbH,INDUSTRIALS
Zumtobel Pool GmbH,INDUSTRIALS
ManpowerGroup GmbH,INDUSTRIALS
tomguru eServices GmbH,INFORMATION TECHNOLOGY
AST Eis- und Solartechnik GmbH,INDUSTRIALS
ostepny zavod,CONSUMER DISCRETIONARY
AGRANA Stärke GmbH,CONSUMER STAPLES
PSI Metals Austria GmbH,INFORMATION TECHNOLOGY
ISIS Raiffeisen-Immobilien-Leasing,FINANCIALS
Morawa-Leykam Buchhandelsgesellscha,CONSUMER DISCRETIONARY
Pesendorfer Gesellschaft m.b.H.& Co,CONSUMER DISCRETIONARY
EV II EuVECA GmbH & Co KG,INDUSTRIALS
CheckYeti GmbH,CONSUMER DISCRETIONARY
GK AUTOTEILE GMBH,CONSUMER DISCRETIONARY
KELOG Logistik GmbH,INDUSTRIALS
Licht Loidl Gesellschaft m.b.H.,INDUSTRIALS
fiber4net GmbH,INFORMATION TECHNOLOGY
Hansesun Austria GmbH,CONSUMER DISCRETIONARY
Insta Communications GmbH,INFORMATION TECHNOLOGY
Group Valiant TMS,INDUSTRIALS
ATL Immoinvest GmbH,REAL ESTATE
Jetalliance Technical Services GmbH,INDUSTRIALS
MCCR Beteiligungs GmbH,FINANCIALS
RKAG_SOFTWARE,NOT RELEVANT
Glatz GmbH,CONSUMER STAPLES
ANKAR GmbH,INDUSTRIALS
CNT Management Consulting AG,INFORMATION TECHNOLOGY
GROUP Schwarzmuller,INDUSTRIALS
eumetra Metallhandel GmbH,INDUSTRIALS
PORR Bau GmbH,INDUSTRIALS
Skischule Fiss-Ladis KG,CONSUMER DISCRETIONARY
Waterdrop Microdrink GmbH,CONSUMER STAPLES
ARE Austrian Real Estate GmbH,REAL ESTATE
Caverion Österreich GmbH,INDUSTRIALS
Säge- und Hobelwerk Lohmühle GmbH,MATERIALS
UHL GÜNTER exclusivsportartikelvert,CONSUMER DISCRETIONARY
Group Imfarr,REAL ESTATE
EXELLIQ HOLDING GMBH,INDUSTRIALS
Casarista GmbH,CONSUMER DISCRETIONARY
Mavie Med Holding GmbH,HEALTH CARE
Meiseleder Hartmetallwerkzeuge GmbH,CONSUMER DISCRETIONARY
WIG Wietersdorfer Holding GmbH,MATERIALS
Eversport GmbH,COMMUNICATIONS
BAUUNTERNEHMEN fortuna Gesellschaft,INDUSTRIALS
Trost GmbH,INDUSTRIALS
Raiffeisen Service Center Tirol eGe,FINANCIALS
Meisterfrost Tiefkühlkosterzeugungs,CONSUMER STAPLES
Group Raiffeisen Ware Austria,CONSUMER STAPLES
Meierhofer Österreich GmbH,INFORMATION TECHNOLOGY
Subgroup Best in Parking,REAL ESTATE
ECA Medical Handels-GmbH,HEALTH CARE
Evamaria Thonet,INDUSTRIALS
Dachsberger & Söhne Gesellschaft m.,CONSUMER STAPLES
Dr. Gerfried Lexer FA für Chirurgie,NOT RELEVANT
Österreichischer Bundesverlag,NOT RELEVANT
Sveta Immobilien GmbH,REAL ESTATE
HEW Holz- und Energiepark Waldviert,NOT RELEVANT
MIBA GLEITLAGER GMBH,CONSUMER DISCRETIONARY
AUSTRIAN AIRLINES,INDUSTRIALS
DOLOMITKONTOR Gesellschaft m.b.H.,NOT RELEVANT
GALENOS BOC GmbH,CONSUMER STAPLES
RDG - Plast GmbH,INDUSTRIALS
Western Union Financial Services Gm,FINANCIALS
EU-Förderagentur GmbH,INDUSTRIALS
Diözese Innsbruck,CONSUMER DISCRETIONARY
Wimmer Felstechnik GmbH,INDUSTRIALS
Fiegl & Spielberger GmbH,INDUSTRIALS
Gassner & Partner BaumanagementGmbH,REAL ESTATE
Subgroup Havi Logistics,INDUSTRIALS
Grid Connect Solutions GmbH,INDUSTRIALS
Reich Christian GmbH,INDUSTRIALS
Ardagh Metal Packaging Manufacturin,MATERIALS
XLCZ-Holding GmbH,CONSUMER DISCRETIONARY
Schuberth GmbH & Co KG,CONSUMER DISCRETIONARY
Donau Realitäten GmbH,MATERIALS
Unique Werbeagentur GmbH,COMMUNICATIONS
PMG Holzhandels GmbH,INDUSTRIALS
Campus NBhf RBI Immobilien-Leasing,REAL ESTATE
WALDLAND Pflanzenveredelungs,CONSUMER STAPLES
 Gräfe und Unzer Verlag GmbH ,COMMUNICATIONS
Schwab GmbH & Co. KG,CONSUMER DISCRETIONARY
Biogena Stores Österreich GmbH,CONSUMER STAPLES
SeneCura Sozialzentrum Region Wiene,HEALTH CARE
CONAD Consulting &,CONSUMER DISCRETIONARY
Bergbahnen Fieberbrunn Gesellschaft,CONSUMER DISCRETIONARY
MASCHINENFABRIK LIEZEN UND GIE EREI,INDUSTRIALS
Group Wietersdorfer,MATERIALS
Inreiter Components GmbH,INDUSTRIALS
Haustechnische Gesellschaft für San,INDUSTRIALS
Mag. Ehrlich-Adam Stefan,NOT RELEVANT
KARA Kraftfahrzeugservice Inhaber P,CONSUMER DISCRETIONARY
IKEA Einrichtungen - Handelsgesells,CONSUMER DISCRETIONARY
PEWAG SCHNEEKETTEN GMBH&co.kg,NOT RELEVANT
Pankl AG,CONSUMER DISCRETIONARY
ADRIATIC GROUP GMBH,CONSUMER STAPLES
NEMETZ Entsorgung und Transport AG,INDUSTRIALS
Eaton Holding (Austria) GmbH,INDUSTRIALS
DELIKOMAT D.O.O.,CONSUMER STAPLES
Subgroup CP Inlandsimmobilien Holdi,REAL ESTATE
EOS - Erzeugergemeinschaft Obst Ste,CONSUMER STAPLES
Alioth Real Estate GmbH,FINANCIALS
Epsilon - Grundverwertungsgesellsch,FINANCIALS
Gebetsroither Handels GmbH,CONSUMER DISCRETIONARY
Weiner Gebäudeservice GmbH & Co.KG,INDUSTRIALS
Solidarkreditnehmer SBO Technology,ENERGY
Georg Pappas Automobil GmbH,CONSUMER DISCRETIONARY
Diverse Forderungen Zumtobel,INDUSTRIALS
Mewald Gesellschaft m.b.H.,INDUSTRIALS
Wochenzeitungs GmbH Steiermark c/o,COMMUNICATIONS
3con Anlagenbau GmbH,CONSUMER DISCRETIONARY
Group UBM,REAL ESTATE
CPI Europe AG,REAL ESTATE
AT Smarthome 360 GmbH,REAL ESTATE
"Hotel ""Kaiser in Tirol"" Gesellschaf",CONSUMER DISCRETIONARY
Kaml & Huber Sägewerk-Holzexport Ge,MATERIALS
TKL VI Grundverwertungsgesellschaft,FINANCIALS
Wiener Tierschutzverein,INDUSTRIALS
GU Baubeschläge Austria GmbH.,INDUSTRIALS
GEBETSROITHER - ISTRA D. O. O.,REAL ESTATE
Aberg - Hinterthal - Bergbahnen Akt,INDUSTRIALS
Stadler Gesellschaft m.b.H. & Co KG,INDUSTRIALS
Rimo Dornbirn Immobilien GmbH,REAL ESTATE
Eckes-Granini Austria GmbH,NOT RELEVANT
IMMOWEST IMMOBILIEN ANLAGEN GMBH,NOT RELEVANT
ENZI Max,NOT RELEVANT
Subgroup Soravia Equity,REAL ESTATE
J. Christof Gesellschaft m.b.H.,INDUSTRIALS
Subgroup Linz AG,UTILITIES
MVJ GmbH,NOT RELEVANT
DBGII Immobilienentwicklung GmbH,REAL ESTATE
Kromberg & Schubert Austria GmbH &,CONSUMER DISCRETIONARY
kabelplus GmbH,CONSUMER DISCRETIONARY
FERNKORN AG,REAL ESTATE
BISO SCHRATTENECKER GMBH,INDUSTRIALS
Content Performance Group GmbH,CONSUMER DISCRETIONARY
Richard,NOT RELEVANT
d-con.net GmbH,INFORMATION TECHNOLOGY
BONITA HSL Leasing GmbH in Liqu.,FINANCIALS
GLYNWED GMBH - PREDSTAVNISTVO,MATERIALS
Lammel Marcus Maximilian,REAL ESTATE
Fresenius Immobilien Verwaltung Obj,REAL ESTATE
Gebäudebetreuung Ana LASTRO GmbH,CONSUMER DISCRETIONARY
philoro holding GmbH,MATERIALS
Gsellmann Mischfuttererzeugung GmbH,CONSUMER STAPLES
Kwizda Holding GmbH,HEALTH CARE
VGN Medien Holding GmbH,COMMUNICATIONS
Niedersee 30,REAL ESTATE
Ebersteiner GmbH,CONSUMER DISCRETIONARY
RL-ALPHA Holding GmbH,FINANCIALS
Flextronics Holding GmbH,INDUSTRIALS
Veitsch-Radex GmbH & Co OG,MATERIALS
Sukhanov Yury,INDUSTRIALS
Berndorf Band Engineering GmbH,INDUSTRIALS
RIVA home GmbH,REAL ESTATE
VIE TRUST GmbH,REAL ESTATE
Energie Graz GmbH,INDUSTRIALS
Stora Enso Wood Products GmbH,MATERIALS
FREQUENTIS AG,INFORMATION TECHNOLOGY
Raiffeisen Immobilien,NOT RELEVANT
Rohrsanierung & Bau GmbH,INDUSTRIALS
Elektrizitätswerk Schattwald,UTILITIES
Autohaus Forster GmbH,CONSUMER DISCRETIONARY
Kubo Tech Gesellschaft m.b.H.,INDUSTRIALS
Evangelisches Krankenhaus Wien geme,HEALTH CARE
Helikopter Air Transport GmbH,INDUSTRIALS
Hutchison Drei Austria GmbH,COMMUNICATIONS
Gemeinnützige ZUWO,REAL ESTATE
Rinnhofer GmbH,CONSUMER DISCRETIONARY
Österreichische Fußball-Bundesliga,INDUSTRIALS
Mit.Einander Wohnen Bisamberg Proje,FINANCIALS
Hasslacher Holding GmbH,MATERIALS
Manfred Obruly KG,INDUSTRIALS
Mona Naturprodukte GmbH,CONSUMER STAPLES
TECHNOPLAST Kunststofftechnik,INDUSTRIALS
Jagersberger Automobil GmbH,NOT RELEVANT
Apotheke Teesdorf - Mag pharm Kurt,NOT RELEVANT
DiTech GmbH,NOT RELEVANT
HERBS Trading GmbH.,HEALTH CARE
Columbia Beteiligungs GmbH,INDUSTRIALS
Katzenberger Helmut,NOT RELEVANT
Tofana GmbH & Co KG,INDUSTRIALS
GAW Group Pildner-Steinburg Holding,INDUSTRIALS
Group Jägersberger,INDUSTRIALS
W&H Form GmbH,HEALTH CARE
Dekor Exquisit,NOT RELEVANT
Raiffeisen-Lagerhaus GmbH,CONSUMER STAPLES
LKW WALTER Internationale,INDUSTRIALS
Türk Telekom International AT GmbH,COMMUNICATIONS
Preisvergleich Internet Services AG,COMMUNICATIONS
Günther Tore GmbH,INDUSTRIALS
Raiffeisen RS Beteiligungs GmbH,FINANCIALS
Dieffenbacher Energy GmbH,INDUSTRIALS
MTE-Metalltechnik Elsenhuber GmbH,INDUSTRIALS
Peek & Cloppenburg B.V. & Co. KG,CONSUMER DISCRETIONARY
KBO Ostermann GmbH,MATERIALS
Althea gemeinnützige Pflegebetriebs,HEALTH CARE
Albert Knoblinger GmbH,INDUSTRIALS
Syneco tec GmbH,UTILITIES
Konvent der Barmherzigen Brüder Gra,INDUSTRIALS
IKK Group GmbH,INDUSTRIALS
AGRANA Group-Services GmbH,CONSUMER STAPLES
Hotel Steiner Obertauern GmbH &Co K,CONSUMER DISCRETIONARY
Marth GesbR,CONSUMER STAPLES
WESTFALIASURGE AUSTRIA-KORPORATIVN,NOT RELEVANT
Ögussa Österreichische Gold- und Si,CONSUMER DISCRETIONARY
AGRANA Internationale Verwaltungs-,NOT RELEVANT
FunderMax Holding AG,MATERIALS
AIK Energy Austria GmbH,NOT RELEVANT
Shiraishi - Omya GmbH,MATERIALS
R12 Spannbauer GmbH & Co KG,INDUSTRIALS
MEDUSA GmbH,CONSUMER DISCRETIONARY
SAP Immobilien GmbH ,REAL ESTATE
"KLACSKA,GMBH",NOT RELEVANT
Karl Kovarik,NOT RELEVANT
Hofmann Holding GmbH,NOT RELEVANT
Teekanne Gesellschaft m.b.H.,CONSUMER STAPLES
RentCon Leasing- und,REAL ESTATE
asma GmbH,MATERIALS
Pirker-Frühauf Heizung & Bad GmbH,INDUSTRIALS
SAR Anlagenbau GmbH,INDUSTRIALS
Kienbaum Consultants Austria GmbH,INDUSTRIALS
Ökoteam Solar Photovoltaikverbund G,INDUSTRIALS
Schloß Fuschl Betriebe GmbH,CONSUMER DISCRETIONARY
WIP Wiener Infrastruktur Projekt Gm,REAL ESTATE
Berndorf Bäderbau Projekt GmbH,INDUSTRIALS
Falkensteiner Hotel Cristallo GmbH,CONSUMER DISCRETIONARY
Subgroup Senecura Penta,HEALTH CARE
ALCAR Wheels GmbH,CONSUMER DISCRETIONARY
Reiteralm Bergbahnen Gesellschaft m,CONSUMER DISCRETIONARY
JOMO Zuckerbäckerei Gesellschaft m.,CONSUMER STAPLES
oekostrom Handels GmbH,UTILITIES
OFA Immobilien GmbH,REAL ESTATE
Kmenta & Partner GmbH,REAL ESTATE
Waibel Floristik GmbH,CONSUMER STAPLES
Polestar Automotive Austria,CONSUMER DISCRETIONARY
Augusta Buntmetalle GmbH,INDUSTRIALS
DJ Digitale Medien GmbH,COMMUNICATIONS
DTS Solution GmbH,INDUSTRIALS
ecosio GmbH,INFORMATION TECHNOLOGY
Gemeinnützige Bau- und Siedlungsgen,REAL ESTATE
Rathmanner Energy GmbH,INDUSTRIALS
Zweite Pierer Beteiligungs,CONSUMER DISCRETIONARY
Tourismusverband Serfaus-Fiss-Ladis,CONSUMER DISCRETIONARY
"Bundesanstalt ""Statistik Österreich",NOT RELEVANT
Subgroup Alpine Energie,NOT RELEVANT
Kröswang Gesellschaft m.b.H,CONSUMER DISCRETIONARY
Gutenberg Druck GmbH,NOT RELEVANT
AWT Anlagenschutz- und Wassertechni,INDUSTRIALS
THALLO Raiffeisen-Immobilien-Leasin,REAL ESTATE
Klug Touristik GmbH,NOT RELEVANT
myCTS GmbH,INFORMATION TECHNOLOGY
ASAMER Baustoff Holding Wien,MATERIALS
"Steirischer Flugrettungsverein,",NOT RELEVANT
Gletscherbahnen Kaprun Aktiengesell,CONSUMER DISCRETIONARY
Subgroup Mavie Holding,HEALTH CARE
SAMARA Raiffeisen-Immobilien-Leasin,FINANCIALS
AMEOS Klinikum Bad Aussee GmbH,HEALTH CARE
Niederösterreichisches Pressehaus B,COMMUNICATIONS
DM Trading Europe GmbH,INDUSTRIALS
VIDAG GmbH,INDUSTRIALS
Lasertechnik Laimer GmbH,INDUSTRIALS
Gleichweit Objekttischlerei GmbH,INDUSTRIALS
ÖkoFEN Metall & Heiztechnik GmbH,INDUSTRIALS
ecoplus.Niederösterreichs Wirtschaf,INDUSTRIALS
Schloß Schönbrunn Kultur- und Betri,INDUSTRIALS
Ökoenergie WP Obersiebenbrunn GmbH,UTILITIES
Gemeinnützige Siedlungsgesellschaft,REAL ESTATE
ACS Handels GmbH,INDUSTRIALS
"Salzburg AG für Energie, Verkehr un",UTILITIES
Leube Zement GmbH,MATERIALS
ERST Immobilien und Beteiligungs Gm,INDUSTRIALS
PETman GmbH,MATERIALS
"Anton Baumgartner-Straße 125, 1230",NOT RELEVANT
ROTOWASH Reinigungsmaschinenfabrik,INDUSTRIALS
bx Alpha AG in Liquidation,CONSUMER DISCRETIONARY
M. Schneider Elektro-Anlagen-Bau un,COMMUNICATIONS
AWF Immobilien GmbH,CONSUMER DISCRETIONARY
Umcor Holding GmbH,MATERIALS
ENGEL AUSTRIA GmbH,INDUSTRIALS
SIG Combibloc GmbH & Co KG,MATERIALS
TELVI Immobilien Management und ,REAL ESTATE
Inditex Österreich GmbH,NOT RELEVANT
Schoeller-Bleckmann Nitec GmbH,INDUSTRIALS
Johann Frischeis Beteiligungsgesell,REAL ESTATE
GROUP VNT,CONSUMER DISCRETIONARY
Group Pfeiffer,CONSUMER STAPLES
AMIBLU Holding GmbH,INDUSTRIALS
Tourismusverband Erste Ferienregion,INDUSTRIALS
meditrax GmbH,CONSUMER DISCRETIONARY
Doka GmbH,INDUSTRIALS
Naber Kaffee Manufaktur GmbH,CONSUMER STAPLES
Group Pollmann,CONSUMER DISCRETIONARY
FLSmidth GmbH,MATERIALS
AKG plastics GmbH,MATERIALS
Steinberger Gragl GmbH,INDUSTRIALS
Schuster Ges.m.b.H.,INDUSTRIALS
Hilfskunde Valida Plus Veranlagungs,FINANCIALS
SMB Industrieanlagenbau GmbH,NOT RELEVANT
SZK Fahrzeughandel Ges.m.b.H.,NOT RELEVANT
"""BÜRORING"" Personalmanagement GmbH",INDUSTRIALS
Group STIWA,INDUSTRIALS
Tyrolon GmbH,INDUSTRIALS
Lagerhaus Graz Land eGen,CONSUMER DISCRETIONARY
ADAMAH Produktions GmbH,CONSUMER STAPLES
INNIO Group Holding GmbH,INDUSTRIALS
THERME NOVA KÖFLACH GmbH,CONSUMER DISCRETIONARY
Autohaus Rehm GmbH,CONSUMER DISCRETIONARY
Alu Austria GmbH,INDUSTRIALS
Albert FINK Gesellschaft m.b.H.,CONSUMER DISCRETIONARY
Peinhopf Speditions- und Transportg,INDUSTRIALS
Mediengruppe ?sterreich GmbH,COMMUNICATIONS
Admiral Sportwetten GmbH,NOT RELEVANT
Mischek Systembau GmbH,NOT RELEVANT
GANAHL AKTIENGESELLSCHAFT,MATERIALS
Hnat Karl & Co Int Spedition,NOT RELEVANT
TWF Baumaschinentechnik GmbH,INDUSTRIALS
HF - Rohrtechnik GmbH,INDUSTRIALS
Swietelsky Tunnelbau,INDUSTRIALS
Group Klenk Privatstiftung,INDUSTRIALS
OMV Gas Marketing & Trading GmbH,ENERGY
Ceram Group Holding GmbH,INDUSTRIALS
Emcom Beteiligungs GmbH,FINANCIALS
"Sterkl, Schörkhuber & Partner GmbH",INDUSTRIALS
Controlware Kommunikationssysteme G,INFORMATION TECHNOLOGY
HTP High Tech Plastics GmbH,CONSUMER DISCRETIONARY
Eckhart Karl,NOT RELEVANT
EPR PSO Aircraft 2025 GmbH & Co KG,INDUSTRIALS
BENE GmbH,INDUSTRIALS
Subgroup EuroTeleSites,COMMUNICATIONS
Fb Industry Automation GmbH,INDUSTRIALS
SKE Holding GmbH,INDUSTRIALS
Wiener Sozialdienste Alten- und Pfl,HEALTH CARE
Lindt & Sprüngli (Austria) Gesellsc,CONSUMER STAPLES
Group Omicron,INDUSTRIALS
REHA Bad Erlach GmbH,HEALTH CARE
GI-VIVET GmbH,REAL ESTATE
G. Klampfer Elektroanlagen GmbH,INDUSTRIALS
voestalpine Rohstoffbeschaffungs Gm,MATERIALS
Schiller Ges.m.b.H.,INDUSTRIALS
Triplus Beton GmbH & Co KG,MATERIALS
Constantia New Business GmbH,MATERIALS
McDonald's Development Company-Cent,CONSUMER DISCRETIONARY
KPA Katzbeck ProduktionsGmbH Austri,INDUSTRIALS
Woodlogistik Holzhandel GmbH,INDUSTRIALS
Ing. August Lengauer GmbH & Co KG,INDUSTRIALS
AKTUELL Raiffeisen Versicherungs-Ma,FINANCIALS
"""Naturgut"" Kompostierung u.Landscha",INDUSTRIALS
IAF HOLDING GMBH,INDUSTRIALS
SEGNAL Beteiligungs GmbH,NOT RELEVANT
Neufellner GmbH,NOT RELEVANT
JCL GmbH,INDUSTRIALS
Subgroup Kapsch CarrierCom,INFORMATION TECHNOLOGY
Komptech GmbH,INDUSTRIALS
Hyundai Import Gesellschaft m.b.H.,CONSUMER DISCRETIONARY
Raiffeisen-Gemeindegebäudeleasing G,NOT RELEVANT
Hinterholzer GmbH,INDUSTRIALS
LEHNER LIFTTECHNIK Gesellschaft m.b,INDUSTRIALS
Forsthuber Hausbetreuung GmbH,INDUSTRIALS
PORR AG,INDUSTRIALS
KRAIBURG Austria GmbH & Co.KG,MATERIALS
Subgroup EVN,UTILITIES
Wirtschaftskammer Niederösterreich,INDUSTRIALS
HAVI Logistics G.m.b.H,INDUSTRIALS
Aichner Logistik GmbH,INDUSTRIALS
Q 1 Capital Management GmbH,REAL ESTATE
HAFRO Edle Holzböden GmbH,INDUSTRIALS
Leube Betonteile GmbH & Co KG,MATERIALS
Kuttin Holding GmbH,INDUSTRIALS
Bio - Nahrungsmittel Ges.m.b.H.,CONSUMER STAPLES
Hotel Guglwald GmbH,CONSUMER DISCRETIONARY
Günter Kolbitsch GmbH,INDUSTRIALS
Group Asfinag,INDUSTRIALS
WWG - Holz Handels GmbH,MATERIALS
Hotel Kindl GmbH,CONSUMER DISCRETIONARY
MASTRO Präzisionstechnik GmbH,MATERIALS
FRIGOLOGO Lebensmittellogistik,INDUSTRIALS
Valtrini Privatstiftung,FINANCIALS
"A.H. Praha, a.s.in Liquidation",MATERIALS
Swarovski Finanz GmbH,CONSUMER DISCRETIONARY
Subgroup Bene,INDUSTRIALS
Group Real,FINANCIALS
Schachinger Immobilien und Dienstle,INDUSTRIALS
Schilift-Zentrum-Gerlos GmbH.,CONSUMER DISCRETIONARY
RBI Invest GmbH,NOT RELEVANT
M. Swarovski Gesellschaft m.b.H.,MATERIALS
TRABITUS Grundstückvermietungs Gese,FINANCIALS
Group Croma,HEALTH CARE
Sopro Bauchemie GmbH,MATERIALS
AM² Holding GmbH,INDUSTRIALS
Friha Privatstiftung,FINANCIALS
Ing. Andreas Müller Bau GmbH,INDUSTRIALS
Subgroup Elektrizitätswerk Wels,UTILITIES
Rudolfinerverein-Rotes Kreuz Verein,HEALTH CARE
Montanwerke Brixlegg Aktiengesellsc,MATERIALS
Fábián István Ervin,NOT RELEVANT
Red Bull GmbH,CONSUMER STAPLES
INNOFREIGHT Speditions GmbH,INDUSTRIALS
Nieder¿sterr. Friedenswerk,REAL ESTATE
Group S+B Gruppe AG,REAL ESTATE
PORR Healthcare GmbH,HEALTH CARE
Breiteneder Immobilien Parking,REAL ESTATE
DSM Austria GmbH und ROMER LABS Div,CONSUMER STAPLES
BRAU UNION Financial Services GmbH,NOT RELEVANT
Baustoff + Metall Gesellschaft m.b.,INDUSTRIALS
Stipits Entsorgung GmbH,INDUSTRIALS
THEURL HOLDING GmbH,MATERIALS
Dorotheum Beteiligungs FlexCo,CONSUMER DISCRETIONARY
KSV1870 Holding AG,INDUSTRIALS
Reisswolf Österreich GmbH,INDUSTRIALS
Almi GmbH,CONSUMER STAPLES
