industry,separate_ending,frequency
MATERIALS,Kosice,14
MATERIALS,O,28
MATERIALS,Pavol,14
MATERIALS,S,14
MATERIALS,a.s.,420
MATERIALS,konkurze,35
MATERIALS,likvidacii,14
MATERIALS,o.,252
MATERIALS,r.o.,245
MATERIALS,s.,77
MATERIALS,s.r.o.,994
MATERIALS,spolocnost,21
NOT RELEVANT,<NONE>,1288
NOT RELEVANT,A.S.,14
NOT RELEVANT,Alexander,14
NOT RELEVANT,Andrej,14
NOT RELEVANT,Anna,14
NOT RELEVANT,Bc.,14
NOT RELEVANT,Boris,14
NOT RELEVANT,CSc.,84
NOT RELEVANT,Dr.,14
NOT RELEVANT,Dusan,35
NOT RELEVANT,Eva,28
NOT RELEVANT,Ing.,1694
NOT RELEVANT,Ivan,14
NOT RELEVANT,JAN,21
NOT RELEVANT,JUDr.,133
NOT RELEVANT,Jan,56
NOT RELEVANT,Jaroslav,35
NOT RELEVANT,Jozef,63
NOT RELEVANT,Juraj,21
NOT RELEVANT,Kosice,14
NOT RELEVANT,Lubos,14
NOT RELEVANT,MUDr.,77
NOT RELEVANT,MVDr.,14
NOT RELEVANT,Marian,21
NOT RELEVANT,Martin,28
NOT RELEVANT,Mgr.,217
NOT RELEVANT,Michal,14
NOT RELEVANT,Milan,14
NOT RELEVANT,Miroslav,28
NOT RELEVANT,Nitra,14
NOT RELEVANT,O,56
NOT RELEVANT,PaedDr.,14
NOT RELEVANT,Peter,42
NOT RELEVANT,PhD.,77
NOT RELEVANT,PhDr.,21
NOT RELEVANT,PharmDr.,14
NOT RELEVANT,Presov,14
NOT RELEVANT,RNDr.,70
NOT RELEVANT,Rastislav,21
NOT RELEVANT,Richard,14
NOT RELEVANT,Roman,21
NOT RELEVANT,Rudolf,14
NOT RELEVANT,S,14
NOT RELEVANT,S.R.O.,35
NOT RELEVANT,SLOVENSKO,14
NOT RELEVANT,Slovakia,35
NOT RELEVANT,TRANS,14
NOT RELEVANT,Tomas,14
NOT RELEVANT,Vladimir,21
NOT RELEVANT,ZLOZKA,14
NOT RELEVANT,a.s.,420
NOT RELEVANT,arch.,21
NOT RELEVANT,druzstvo,28
NOT RELEVANT,konkurze,28
NOT RELEVANT,likvidacii,49
NOT RELEVANT,n.o.,21
NOT RELEVANT,o.,280
NOT RELEVANT,o.z.,14
NOT RELEVANT,r.o.,420
NOT RELEVANT,s.,119
NOT RELEVANT,s.r.o.,1344
NOT RELEVANT,zlozka,14
REAL ESTATE,<NONE>,469
REAL ESTATE,5,14
REAL ESTATE,Filip,14
REAL ESTATE,Ing.,294
REAL ESTATE,JUDr.,21
REAL ESTATE,Mgr.,28
REAL ESTATE,Miroslav,14
REAL ESTATE,Peter,42
REAL ESTATE,PhD.,14
REAL ESTATE,a.,14
REAL ESTATE,a.s.,427
REAL ESTATE,likvidacii,14
REAL ESTATE,o.,560
REAL ESTATE,r.o.,140
REAL ESTATE,s.,175
REAL ESTATE,s.r.o.,1043
UTILITIES,<NONE>,259
UTILITIES,CONSOLIDATED,14
UTILITIES,Ing.,42
UTILITIES,O,21
UTILITIES,a.,21
UTILITIES,a.s.,287
UTILITIES,lik.,14
UTILITIES,o.,245
UTILITIES,r.o.,21
UTILITIES,s.,105
UTILITIES,s.r.o.,371
UTILITIES,spolocnost,21
UTILITIES,vodarenska,14
industry,<NONE>,6
