name,frequency,place_type,place_category
Kittajaur,1,populated place,populated place
Kittelmyren,1,bog,marsh
Kitteln,1,rocks,elevation
Kittmoren,1,populated place,populated place
Kjulaåsen,1,ridge,elevated area
Klacken,2,shoal,underwater elevation
Klackstjärn,1,lake,basin
Klacksätter,1,populated place,populated place
Klarbo,1,populated place,populated place
Klehammarsård,1,point,convex shoreline
Klevudden,1,point,convex shoreline
Klingre,1,populated place,populated place
Klingsmåla,1,populated place,populated place
Klinte,1,populated place,populated place
Klissberget,1,hill,elevation
Klockarbotjärn,1,lake,basin
Klocke,2,populated place,populated place
Klockträsket,1,populated place,populated place
Klossberget,1,hill,elevation
Klosterfjorden,1,bay,concave shoreline
Kloten,1,populated place,populated place
Klubben,4,island,island
Klubbstenarna,1,reef,underwater elevation
Klumpfjället,1,mountain,elevation
Klyfvenhällsberg,1,hill,elevation
Klykholmen,1,reef,underwater elevation
Klåbergskullen,1,hill,elevation
Klågerup,1,populated place,populated place
Klöderflacket,1,rocks,elevation
Klörup,1,populated place,populated place
Klöva Både,1,rocks,elevation
Klövabåde,1,rocks,elevation
Knaphallen,1,rock,elevation
Knapran,1,shoal,underwater elevation
Knarraren,1,shoal,underwater elevation
Knarrevike Kile,1,inlet,basin
