name,industry
PBW SERVICE S R O,INDUSTRIALS
KAP AREAL S R O,INDUSTRIALS
BD Orechov,REAL ESTATE
KASI SPOL S R O,MATERIALS
NEXTECH REALITY S.R.O.,REAL ESTATE
SUBGROUP LAZNE BELOHRAD CONSOLIDATE,HEALTH CARE
SVJ Havlickova 1388-1389,REAL ESTATE
MOJE AMBULANCE PLUS A S,HEALTH CARE
SESTRICKA.CZ - DOMACI PECE ODRY s.r,HEALTH CARE
EUROVIA CZ A S,INDUSTRIALS
PROMET CZECH S R O,INDUSTRIALS
Nut World s.r.o.,CONSUMER STAPLES
"Penta Hospitals CZ, s.r.o.",HEALTH CARE
USTAV VYZKUMU GLOBALNI ZMENY AV CR,INDUSTRIALS
MONINEC S R O,CONSUMER DISCRETIONARY
UMBRELLA YACHT S R O,CONSUMER DISCRETIONARY
SV TENDEA domu c.p. 621,REAL ESTATE
CTP N.V.,REAL ESTATE
ZAMBELLI TECHNIK SPOL S R O,INDUSTRIALS
UNITED BAKERIES A S,CONSUMER STAPLES
SV Horni 650/13,REAL ESTATE
STROJEASTAVBY TVRDON S R O,INDUSTRIALS
KOMTERM A S,UTILITIES
"SV Nadrazni 76-77, CB",REAL ESTATE
SWIETELSKY STAVEBNI S R O,INDUSTRIALS
SV Chodov 2203-2206,REAL ESTATE
JAKUB A S,INDUSTRIALS
JENYS COMPANY S R O,INDUSTRIALS
NEMECEK JIRI,NOT RELEVANT
THE FOOD EXPERIENCE S R O,NOT RELEVANT
JEANS CLUB BOHEMIA S R O,CONSUMER DISCRETIONARY
Van Leeuwen Production Czech Republ,MATERIALS
GISAL S R O,FINANCIALS
ENERGY CORPORATE SERVICES S.R.O.,INDUSTRIALS
HANUSOVICKA LESNI A S,MATERIALS
ZNAKON A S,INDUSTRIALS
SCHNELLECKE BOHEMIA SERVICES S R O,CONSUMER DISCRETIONARY
"U.T.C., SPOL. S R.O.",CONSUMER DISCRETIONARY
PSK - PRUMYSLOVÉ STAVBY A KONSTRUKC,INDUSTRIALS
NOVAK MASO UZENINY S R O,CONSUMER STAPLES
ELEM6 S R O,CONSUMER DISCRETIONARY
EUROPASPED INTERNATIONAL S R O,NOT RELEVANT
MIVOMI S R O,HEALTH CARE
OdeonEna s.r.o.,REAL ESTATE
KOLOS MARKETING S R O,NOT RELEVANT
MORAGRO A S V PROSTEJOVE,CONSUMER STAPLES
DNS A S,NOT RELEVANT
AGEL SERVIS A S,HEALTH CARE
HN LOGISTIC SYSTEMS S.R.O.,NOT RELEVANT
"BONUM PRODUCTIO FENESTRAS, S.R.O. """,NOT RELEVANT
SVOBODA ALAN,NOT RELEVANT
AWT ROSCO A S,INDUSTRIALS
SENIOR PROPERTIES PLZEN S.R.O.,HEALTH CARE
RICARDO PRAGUE S R O,NOT RELEVANT
SUBGROUP KLEMENT CONSOLIDATED,INDUSTRIALS
Group Servis-24,ENERGY
SIMPLEX CZ S R O,CONSUMER STAPLES
ATX WASH S R O,CONSUMER DISCRETIONARY
DAIKIN INDUSTRIES CZECH REPUBL,INDUSTRIALS
SVJ J.Suka 1845,REAL ESTATE
DMS s.r.o.,INDUSTRIALS
WINKLEROVA DANIELA,NOT RELEVANT
KORUND BENATKY S R O,MATERIALS
LAMA SOLAR TECHNOLOGIES S R O,INDUSTRIALS
SVJ Vavrinec  99,REAL ESTATE
"SV Slavikova 4, Hodonin",REAL ESTATE
TRAFIL CZECH S R O,INDUSTRIALS
FTMO RE HOLDING S R O,REAL ESTATE
REISTEN S R O,NOT RELEVANT
"SVJ M. Horakove 1280, Praha 7",REAL ESTATE
PACTIO SECURITIES S R O,INDUSTRIALS
BD Liboc-Uzka,REAL ESTATE
PM Jet One s.r.o.,INDUSTRIALS
MCR TECHNOLOGY S R O,INDUSTRIALS
LISA TECH A S,INDUSTRIALS
SV Nadrazni 1083-1084,REAL ESTATE
Spolecenstvi domu c.p. 6,REAL ESTATE
"Restaurace Radnice Havirov, s.r.o.",CONSUMER DISCRETIONARY
SUBGROUP SI CORPORATE FINANCE CONSO,INDUSTRIALS
SNOP AUTOMOTIVE MLADA BOLESLAV,CONSUMER DISCRETIONARY
"PrUmyslovA zOna VoZickA, s.r.o",REAL ESTATE
ICU Medical Czech Republic a.s.,HEALTH CARE
SUBGROUP RKO GROUP CONSOLIDATED,INDUSTRIALS
BD Mestsky horizont,REAL ESTATE
POSPISIL JOSEF,NOT RELEVANT
MIRAS STAVITELSTVI A SANACE S R O,INDUSTRIALS
SPOLEK PRO CHEMICKOU A HUTNI VYROBU,MATERIALS
HUAWEI TECHNOLOGIES CZECH S R O,INFORMATION TECHNOLOGY
VYDOS SERVIS A S,NOT RELEVANT
"YPERIT, s.r.o.",REAL ESTATE
LIKVIDACE ODPADU HOLDING A S,INDUSTRIALS
PETAINER CZECH HOLDINGS S R O,MATERIALS
BALUS STAVEBNINY A S,MATERIALS
TETRAGRAM INTERNATIONAL S R O,FINANCIALS
KLOKOCKA JIRI,NOT RELEVANT
INTRUM CZECH S R O,FINANCIALS
TOP RENT CAR S.R.O.,NOT RELEVANT
TV NOVA S R O,NOT RELEVANT
BILLA REALITY SPOL S R O,NOT RELEVANT
STOPLUS CZ A.S. V LIKVIDACI,NOT RELEVANT
ENGLISH INTERNATIONAL SCHOOL PRAGUE,NOT RELEVANT
"HEDIN AUTOMOTIVE CZECH REPUBLIC, A.",CONSUMER DISCRETIONARY
UNGR MICHAL,NOT RELEVANT
CROMODORA WHEELS S R O,CONSUMER DISCRETIONARY
AURES Holdings a.s.,CONSUMER DISCRETIONARY
COLAS RAIL CZ S R O,INDUSTRIALS
ITALIAN - CZECH SERVICE S.R.O.,REAL ESTATE
LEGIOS LOCO A S,INDUSTRIALS
CARTEC PRAHA S R O,CONSUMER DISCRETIONARY
BD Aviatiku 8,REAL ESTATE
FRESENIUS KABI S R O,HEALTH CARE
MOTOR JIKOV SLEVARNA,MATERIALS
SV Smichov c. p. 782,REAL ESTATE
"SV Lipovska 1167-1168, Jesenik",REAL ESTATE
HM GASTRO GROUP S R O,CONSUMER DISCRETIONARY
"SV Castkova 47, 49, Plzen",REAL ESTATE
INTECO PTI s.r.o.,INDUSTRIALS
SVJ v dome c.p. 599-600,REAL ESTATE
BISOUS S.R.O.,CONSUMER DISCRETIONARY
BD na Hlavni tride,REAL ESTATE
AGROSALES S R O,CONSUMER STAPLES
FER KLADNO S.R.O. V LIKVIDACI,NOT RELEVANT
BRENNTAG CR S R O,INDUSTRIALS
"SV Vetrna 6197, Ostrava",REAL ESTATE
BD PECKOVA 277,REAL ESTATE
"SVJ 1. maje 147, Hradek",REAL ESTATE
URBANOVA MARIE,NOT RELEVANT
SVJ Smetanova 2189/15,REAL ESTATE
XANDOR AUTOMOTIVE CZ S.R.O.,CONSUMER DISCRETIONARY
BORGIS A.S.,COMMUNICATIONS
BD Smikova,REAL ESTATE
SV Nadrazni c.p. 307,REAL ESTATE
HTK A S,INDUSTRIALS
PECKOVA MAGDA,NOT RELEVANT
ING JOSEF PETRAK,CONSUMER DISCRETIONARY
KARPEM A S,INDUSTRIALS
SVJ Palackeho tr. 1764/17,REAL ESTATE
SV Utvenkova 1675/4,REAL ESTATE
ENGADA EUROPE A S,NOT RELEVANT
"REUS GROUP, S.R.O.",INDUSTRIALS
DANYL CARS S.R.O. V LIKVIDACI,NOT RELEVANT
SVJ Jesenicka - V Ochozu,REAL ESTATE
Group VALENTA IVO GROUP,CONSUMER DISCRETIONARY
NATURA FOOD ADDITIVES A S,NOT RELEVANT
"BD Za pohorelcem 11,Praha 6",REAL ESTATE
TRAVOSPOL S R O,REAL ESTATE
FELIX.CZ.IT S.R.O. V LIKVIDACI,CONSUMER DISCRETIONARY
ZEFA NOVA PEC S R O,CONSUMER STAPLES
SAPAL TRADE S R O,NOT RELEVANT
LIGA S R O,NOT RELEVANT
PROMA REHA S R O,HEALTH CARE
"LOGIK, s.r.o.",CONSUMER DISCRETIONARY
MORAVSKY PLYNOSTAV A S,INDUSTRIALS
UCED CHOMUTOV S.R.O.,UTILITIES
STEELPARK s.r.o.,MATERIALS
"SVJ Vinohradska 795, 796, 797, MOST",REAL ESTATE
GW TRAIN REGIO A S,INDUSTRIALS
ZDENEK CERNY,NOT RELEVANT
STEBAL SPEDITION S R O,INDUSTRIALS
SIKOROVA MARTINA,NOT RELEVANT
"SV pro dum Kubickova 7, Brno",REAL ESTATE
BTL ZDRAVOTNICKA TECHNIKA A S,HEALTH CARE
Group ZETEN,CONSUMER STAPLES
TWIN TRANS S R O,ENERGY
INVIA CZ A S,CONSUMER DISCRETIONARY
"Omega Horovice, spol. s r.o.",MATERIALS
SAPRIL EKO s.r.o.,CONSUMER STAPLES
"SVJ pro dum 53, Vsetin",REAL ESTATE
FONTANA HOTEL S R O,REAL ESTATE
"SVJ Valentova 1736-1737, Praha",REAL ESTATE
REGIONALNI ORGANIZATOR PRAZSKE INTE,INDUSTRIALS
Sky Solar Distribuce s.r.o.,REAL ESTATE
SVJ Masarykovo nam. 35,REAL ESTATE
SVJ V. Volfa 8,REAL ESTATE
IBA GROUP A S,INFORMATION TECHNOLOGY
INDEX NOSLUS S R O,INDUSTRIALS
NOBIANA S R O,INDUSTRIALS
FERRUM S R O,INDUSTRIALS
SV Podkopci c.p. 470-473,REAL ESTATE
"SV Provaznikova 47, Brno",REAL ESTATE
"SVJ Svabinskeho 562,563",REAL ESTATE
SENIOR PROPERTIES HRADEC KRÁLOVÉ S.,HEALTH CARE
"SVJ K Sedlistim 352, FM",REAL ESTATE
SMARTWINGS A S,INDUSTRIALS
Rezidence Rostislavovo namesti,INDUSTRIALS
HPI LYSINY S R O,INDUSTRIALS
SUBGROUP MIRROR CONSOLIDATED,INDUSTRIALS
Group Vaclavik Sochor,MATERIALS
"SV Balbinova 863/11, Sumperk",REAL ESTATE
HAUK S R O,CONSUMER DISCRETIONARY
"SALAMANDER CR, SPOL. S R.O. V LIKVI",CONSUMER DISCRETIONARY
K4 A S,INDUSTRIALS
Touzim,REAL ESTATE
NOVÁ OPTIKA S.R.O.,COMMUNICATIONS
STILL CR SPOL. S R.O.,INDUSTRIALS
SVJ Zahradnicka 14,REAL ESTATE
"SVJ M. Gorkeho 533,577,588",REAL ESTATE
PLANNING TRADING CZ S R O,INDUSTRIALS
RENOFARMA BESKYD A S,CONSUMER STAPLES
BD Belehradska 414,REAL ESTATE
SKERIK VACLAV,NOT RELEVANT
CENTRALIS S R O,NOT RELEVANT
HYDROSYSTEM PROJECT A S,NOT RELEVANT
VTA CESKA REPUBLIKA SPOL S R O,NOT RELEVANT
Omya CZ s.r.o.,MATERIALS
"US - ACTION, S.R.O.",CONSUMER DISCRETIONARY
SULKO S R O,NOT RELEVANT
"SVJ Studentska 1268, 1269, 1270",REAL ESTATE
KOVONAX SPOL. S R.O.,NOT RELEVANT
STL IMMOBILIEN S R O,INDUSTRIALS
Group DOSTALIK MILAN GROUP,CONSUMER DISCRETIONARY
PECINKA PAVEL,NOT RELEVANT
VYKOV STEEL s.r.o.,MATERIALS
SILVERLINE CAPITAL S R O,INDUSTRIALS
KLENOTY AURUM S R O,CONSUMER DISCRETIONARY
CZECH GAS NETWORKS S A R L,UTILITIES
Group SPGroup,INDUSTRIALS
BKE A S,INDUSTRIALS
Fyzioterapie s usmevem a.s.,HEALTH CARE
R. BRAUN INTERNAT. SPEDITION S.R.O.,INDUSTRIALS
ALUTECH BOHEMIA S.R.O.,INDUSTRIALS
VIRTUALTRAINING S.R.O.,INFORMATION TECHNOLOGY
HELI FOOD FRESH A S,CONSUMER STAPLES
"Lite Property, s.r.o.",REAL ESTATE
VMAutomatizace s.r.o.,INDUSTRIALS
BC LOGISTICS S R O,INDUSTRIALS
"SV Bendova 34,36, Plzen",REAL ESTATE
ANTRACIT KOP S R O,REAL ESTATE
SENLIFE CR S.R.O.,HEALTH CARE
TOPDOORS S R O,INDUSTRIALS
SAFRAN CABIN CZ S R O,INDUSTRIALS
MULLER PAVEL,NOT RELEVANT
SILNICE KLATOVY A S,INDUSTRIALS
"SVJ Cerna 1410/19, Opava",REAL ESTATE
HM GASTRO BUILDING S R O,CONSUMER DISCRETIONARY
FTN COM S R O,INDUSTRIALS
NEWTECH S R O,INDUSTRIALS
Cooper-Standard Automotive ¿R s.r.o,CONSUMER DISCRETIONARY
D-ENERGY S.R.O.,INDUSTRIALS
"ING. MATAS - SLÉVÁRNA STRASICE, SPO",MATERIALS
PFX SK S R O,COMMUNICATIONS
SV Svornosti 56,REAL ESTATE
SVJ Vyletni 5256-5257,REAL ESTATE
AUTO PALACE SPORILOV S R O,CONSUMER DISCRETIONARY
DEL A.S.,INDUSTRIALS
SKF CZ A S,NOT RELEVANT
CLINICUM A S,NOT RELEVANT
SOME TECHNIKA S R O,INDUSTRIALS
SVJ K Polabinam 1893-1895,REAL ESTATE
KREINER SPOL S R O,MATERIALS
LESS & FOREST S.R.O.,MATERIALS
"GUMOTEX AUTOMOTIVE ROZNOV, S.R.O.",CONSUMER DISCRETIONARY
IVA ROZTOKY S.R.O. V LIKVIDACI,NOT RELEVANT
"WS & WIRE LIBCICE, A.S.",INDUSTRIALS
ARMOR S R O,NOT RELEVANT
CHLADICI VEZE PRAHA A S,NOT RELEVANT
HOKR SPOL S R O,NOT RELEVANT
INTERCONEX PLZEN A S,REAL ESTATE
MASTER PLAST PLUS S.R.O. - V LIKVID,NOT RELEVANT
VINARSTVI MUTENICE S R O,CONSUMER STAPLES
"""HP-PELZER K. S.""",NOT RELEVANT
TALIK MARTIN,NOT RELEVANT
AMMANN CZECH  REPUBLIC A.S.,INDUSTRIALS
SBD Holesov II,REAL ESTATE
SURF ARENA S R O,CONSUMER DISCRETIONARY
KERKOVA REGINA,NOT RELEVANT
SUBGROUP BILLA CZ CONSOLIDATED,CONSUMER STAPLES
ATAS ELEKTROMOTORY NACHOD A S,INDUSTRIALS
WIESNER HAGER PROJECT S R O,CONSUMER DISCRETIONARY
SCF PROPERTY SERVICES A S,REAL ESTATE
NEXT a.s.,INDUSTRIALS
"SVJ c.p. 101, Bukovice",REAL ESTATE
SV Odborarska 6,REAL ESTATE
PATREM PIPE TECHNOLOGIES S R O,MATERIALS
CARBOUNION BOHEMIA SPOL S R O,UTILITIES
PILANA KNIVES A S,INDUSTRIALS
KOVOSROT PRAHA A S,NOT RELEVANT
"PRAMENY ZDRAVÍ, Z. S.",NOT RELEVANT
D S GROUP A S,NOT RELEVANT
B R U S I V O SPOL S R O,INDUSTRIALS
Winning Gastro s.r.o.,CONSUMER DISCRETIONARY
VITKOVICE STEEL A S,MATERIALS
SUBGROUP TOBOGA CONSOLIDATED,CONSUMER DISCRETIONARY
SUBGROUP GRAFOBAL CZ CONSOLIDATED,CONSUMER STAPLES
HardWood 50AE s.r.o.,HEALTH CARE
K & B REALITY S.R.O.,NOT RELEVANT
"SV Livornska 427-429, Praha 10",REAL ESTATE
CRISTAL WATERS S R O,REAL ESTATE
ECOPLANET S R O,INDUSTRIALS
"SV U Sedlce 800, Stary Plzenec",REAL ESTATE
MONTPETROL SPOL S R O,ENERGY
LASEK JIRI,NOT RELEVANT
DOLLANO S.R.O. V LIKVIDACI,CONSUMER STAPLES
PRK PARTNERS S.R.O. ADVOKÁTNÍ KANCE,NOT RELEVANT
SV Fillova 990 Praha,REAL ESTATE
Group Masny Milan,INDUSTRIALS
KRAK-CHEM SP. Z O.O. - ORGANIZACNÍ,INDUSTRIALS
FERMAT GROUP A S,INDUSTRIALS
THT POLICKA S R O,CONSUMER DISCRETIONARY
Lumen International GCC,INDUSTRIALS
"VITRABLOK, S.R.O.",MATERIALS
"RIHO CZ, A.S.",CONSUMER DISCRETIONARY
"SVJ M. Horakove 259-263, HK",REAL ESTATE
AMBEAT REAL ESTATE 4 S R O,HEALTH CARE
BD AMICOS,REAL ESTATE
BAUER TECHNICS S.R.O.,INDUSTRIALS
SAZ S R O,INDUSTRIALS
Group Hrbacek Kamil,CONSUMER DISCRETIONARY
ACCACE OUTSOURCING S R O,INDUSTRIALS
SUBGROUP LEASEKREDIT CONSOLIDATED,INDUSTRIALS
A CHAROUZ S R O,CONSUMER DISCRETIONARY
VERSUTE INVESTMENTS A.S.,UTILITIES
SVJ Podrici c.p. 215 a 216,REAL ESTATE
Green Control s.r.o.,INDUSTRIALS
LOG IN CZ S R O,INDUSTRIALS
"SVJ Premyslova 593-595, H.K.",REAL ESTATE
"SVJ Zahradni 866, Hranice",REAL ESTATE
ASTRON PRINT S R O,INDUSTRIALS
DCI CZECH A S,INFORMATION TECHNOLOGY
ALGON A S,INDUSTRIALS
BD Chytre bydlim Olbrachtova,REAL ESTATE
UNICAPITAL N.V.,FINANCIALS
BD Pavlisovska 2295-2296,REAL ESTATE
BD U lesa 1868-1870,REAL ESTATE
PROFITAPE s.r.o.,MATERIALS
"SV F.L.Veka 1, Sumperk",REAL ESTATE
JCC STROJNI DILNY S R O,INDUSTRIALS
"SV U Sedlce 773, Stary Plzenec",REAL ESTATE
BD Resslova 1077,REAL ESTATE
SVJ J. Trnky 69,REAL ESTATE
S+B PLAN & BAU PRAG SPOL. S R.O.,NOT RELEVANT
KARLOVARSKA PROPERTY HOLDING S R O,NOT RELEVANT
BORGY CZ A S,CONSUMER DISCRETIONARY
VODO STAVEBNI S R O,INDUSTRIALS
TBG SWIETELSKY S R O,MATERIALS
"SV Sokolska 3, Plzen",REAL ESTATE
"SV K Zastavce 538, VnL",REAL ESTATE
KOVOKON POPOVICE S R O,INDUSTRIALS
"CESKÁ LÉKÁRNA HOLDING, A.S.",CONSUMER STAPLES
ICELANDIC FISH S R O,CONSUMER STAPLES
"B R U K O V , spol. s r.o.",MATERIALS
"SVJ Rolavska 1219-1220, Nejdek",REAL ESTATE
TAB S R O,CONSUMER DISCRETIONARY
ELEKTROCENTRUM ZNOJMO 95 s.r.o.,CONSUMER DISCRETIONARY
"Eleos Property, s.r.o.",REAL ESTATE
SUBGROUP YD REAL ESTATE CONSOLIDATE,REAL ESTATE
Millennium Services spol. s r.o.,INFORMATION TECHNOLOGY
CDS S R O NACHOD,INDUSTRIALS
MAVEX AGRO SPOL S R O,CONSUMER STAPLES
"Wrigley Confections CR, kom. spol.",CONSUMER STAPLES
OBERREITEROVA DANA,NOT RELEVANT
Roanoke Investment Pte Ltd,COMMUNICATIONS
IPRICE RECARE S.R.O.,CONSUMER DISCRETIONARY
DORELLA S R O,REAL ESTATE
Y.O. HOLDING A.S. V LIKVIDACI,CONSUMER DISCRETIONARY
"SV Lesni 13,15,17, Hodonin",REAL ESTATE
Group WELDE GROUP,NOT RELEVANT
INTERMONT KARLOVY VARY SPOL S R O,INDUSTRIALS
Subgroup Jacobs Holding,CONSUMER STAPLES
"SV Stiborova 604-605, Olomouc",REAL ESTATE
EXT_CUST_397262,NOT RELEVANT
D PRODUKT S R O,INDUSTRIALS
"BCRL, s.r.o..",UTILITIES
EMTEC MAGNETICS ECE GMBH ORGANIZACN,NOT RELEVANT
SUBGROUP GES ASSET HOLDING CONSOLID,REAL ESTATE
VYCHODOCESKA ENERGIE S R O,UTILITIES
"ELMO SOLID, SPOL. S R.O. V LIKVIDAC",INFORMATION TECHNOLOGY
MATOUSEK VRATISLAV,NOT RELEVANT
TEPLO TESIN A S,UTILITIES
PALIVA SEVER S.R.O.,ENERGY
RLre Alpha Property s.r.o.,REAL ESTATE
"SV Smrkova 967/20, Plzen",REAL ESTATE
BD Fojtovice,REAL ESTATE
BAK STAVEBNI SPOLECNOST A S,INDUSTRIALS
SV Srobarova 529/15,REAL ESTATE
SV Arbesova 1054/7,REAL ESTATE
HAVAS MEDIA CZECH REPUBLIC S R O,CONSUMER DISCRETIONARY
AUTHORITY INDEPENDENT s.r.o.,INDUSTRIALS
PROLOGSPEED S R O,INDUSTRIALS
ZEMEDELSKE DRUZSTVO UNCOVICE,CONSUMER STAPLES
BANKOVNI IDENTITA A S,INDUSTRIALS
Ceske vinarske zavody a.s.,CONSUMER STAPLES
DOLEJS JIRI,NOT RELEVANT
"SVJ Husa 36, Pacerice",REAL ESTATE
SV K Hajku 2957,REAL ESTATE
BD Osecka,REAL ESTATE
SVJ Gagarinova 2378/15,REAL ESTATE
PASSERINVEST GROUP A S,REAL ESTATE
SV pro dum V Cibulkach 54,REAL ESTATE
AGRO 2000 S R O,CONSUMER STAPLES
PKP CARGO INTERNATIONAL A S,INDUSTRIALS
BD Zizkova 456,REAL ESTATE
SV domu cp.1050 v Libni,REAL ESTATE
PRO MED CS AS PRAHA PREDSTAVNISTVO,COMMUNICATIONS
IFIS INVESTICNI FOND A S,FINANCIALS
BUSLINE EXPRESS S R O,INDUSTRIALS
GROUP AZD,INDUSTRIALS
AUTO IN S R O,CONSUMER DISCRETIONARY
ALLTUB CENTRAL EUROPE s.r.o.,MATERIALS
Group Zelenka Petr,MATERIALS
"SVJ Lumirova 50, Ostrava",REAL ESTATE
"SV K. H. Borovskeho 617, 618",REAL ESTATE
Recycling - kovové odpady a.s.,INDUSTRIALS
Moto Anex s.r.o.,CONSUMER DISCRETIONARY
Raiffeisen-Leasing BOT s.r.o.,FINANCIALS
ABREX S R O,CONSUMER DISCRETIONARY
UNICA SPOL S R O,HEALTH CARE
ENETIQA A S,UTILITIES
POWERTICA COMMODITIES AG,UTILITIES
VTK CYLINDERS S.R.O.,NOT RELEVANT
ICOM transport a.s.,INDUSTRIALS
AGRO AKTIVITY S R O,CONSUMER STAPLES
L I N E T SPOL S R O,HEALTH CARE
MARELLI AUTOMOTIVE LIGHTING JIHLAVA,CONSUMER DISCRETIONARY
CENTES SEZIMOVO USTI A S,NOT RELEVANT
FORTUNA SAZKOVA KANCELAR A S,NOT RELEVANT
FARAVELLI S R O,CONSUMER STAPLES
EKOTREND LUDKY S R O,INDUSTRIALS
Old Town Apartments s.r.o.,CONSUMER DISCRETIONARY
HASIL A S,INDUSTRIALS
CILEK PAVEL,NOT RELEVANT
AGRIPROD S.R.O.,CONSUMER STAPLES
MPZ MB S R O,CONSUMER DISCRETIONARY
PRAZSKA STROJIRNA A S,INDUSTRIALS
"SVJ Dolni 572, Brtnice",REAL ESTATE
SV domu Muglinovska 3,REAL ESTATE
BEST ESTATE s.r.o.,REAL ESTATE
SESTRICKA.CZ - DOMÁCÍ PÉCE PRAHA a.,HEALTH CARE
SUBGROUP BIS CONSOLIDATED,INDUSTRIALS
"SVJ Pionyru 806, FM",REAL ESTATE
"SVJ Safarikova 2543, Zatec",REAL ESTATE
LIVECKA VITEZSLAV,NOT RELEVANT
AUTODOPRAVA HANZALIK S.R.O.,INDUSTRIALS
"SVJ Hlavni 88, Kryry",REAL ESTATE
EPEE CZECH S R O,CONSUMER DISCRETIONARY
Stavebni hmoty s.r.o.,CONSUMER DISCRETIONARY
"SVJ Pohorska 256, Kaplice",REAL ESTATE
SERVODATA A S,INFORMATION TECHNOLOGY
CSAD AUTOBUSY CESKE BUDEJOVICE A S,INDUSTRIALS
PO LIGHTING CZECH S R O,CONSUMER DISCRETIONARY
Group JISA JISOVA,CONSUMER DISCRETIONARY
"SV Ostopovicka 538, 539, 540",REAL ESTATE
SV Revolucni 1049-1051 v Upici,REAL ESTATE
ZABRANSKY HOLDING S R O,MATERIALS
ALTMANN RICHARD,NOT RELEVANT
ARICOMA ENTERPRISE APPLICATIONS S.R,REAL ESTATE
LAMA CZ CORPORATION s.r.o.,INDUSTRIALS
SVJ Rychaltice 197,REAL ESTATE
"SVJ Slepa 476, Kaznejov",REAL ESTATE
"SV Plaska 29,31 Plzen",REAL ESTATE
SVJ Za Parkem 1100,REAL ESTATE
"RPM SERVICE, S.R.O",INDUSTRIALS
BD Plzenska 13,REAL ESTATE
GKR STEEL S R O,INDUSTRIALS
REDA A S,COMMUNICATIONS
"SVJ domu cp. 606, Navsi",REAL ESTATE
Microdent s.r.o.,HEALTH CARE
"KRONOSPAN CR,spol.s.r.o.",MATERIALS
ASP REAL ESTATE S R O,REAL ESTATE
B A W D F S R O,INDUSTRIALS
ARBES TECHNOLOGIES A S,INFORMATION TECHNOLOGY
"SVJ Husova 332, Dobrovice",REAL ESTATE
SV domu c.p. 109 v Srni,REAL ESTATE
SUBGROUP JANTAR PLZEN CONSOLIDATED,INDUSTRIALS
KARNOOL s.r.o.,INDUSTRIALS
PERROTT HILL BRITISH SCHOOL PRAGUE,CONSUMER DISCRETIONARY
"SVJ 9.kvetna 82, Chotetov",REAL ESTATE
"UHTO Drive, s.r.o.",INDUSTRIALS
CZECH GAS NETWORKS INVESTMENTS S A,UTILITIES
LIVESPORT INVEST S R O,FINANCIALS
LÉKÁRNA  ON-LINE S.R.O.,CONSUMER STAPLES
CITY GREEN COURT S R O,NOT RELEVANT
VYDIS S.R.O.,COMMUNICATIONS
PRIVETIVY PAVEL,NOT RELEVANT
NOPO ENGINEERING S R O,INDUSTRIALS
BOUSI ALES,NOT RELEVANT
THE CANDY PLUS SWEET FACTORY S R O,CONSUMER STAPLES
ALVE SPOL S R O,NOT RELEVANT
A&T Reality s.r.o.,REAL ESTATE
"RAN, S.R.O.",NOT RELEVANT
"SVJ Vinicni 83-85, Brno",REAL ESTATE
ZVU STROJIRNY A S,INDUSTRIALS
FW Group a.s.,INDUSTRIALS
SIMAK LUDEK,NOT RELEVANT
PICCOLLO SPOL S R O,CONSUMER DISCRETIONARY
SPORTOVNI AREAL BRVE S R O,CONSUMER DISCRETIONARY
FPDE s.r.o.,CONSUMER STAPLES
SBD Holesov,REAL ESTATE
MIFRE NUCLEAR TEAM A.S.,REAL ESTATE
MEDIST CZECH S R O,CONSUMER STAPLES
HYKS PETR,NOT RELEVANT
CONSIGNIA S R O,CONSUMER DISCRETIONARY
"PRONTO GAS, spol. s r.o.",ENERGY
SBD Olomouc,REAL ESTATE
SUBGROUP MOORE CZECH REPUBLIC CONSO,INDUSTRIALS
"MESIT machinery, a.s. ",INDUSTRIALS
SVJ Jeníkovice 31,REAL ESTATE
ZEAS PUCLICE A S,CONSUMER STAPLES
ST NICOLAUS TRADE CZ A S,CONSUMER STAPLES
SUBGROUP CERTUS MERCATUS CONSOLIDAT,CONSUMER DISCRETIONARY
"SVJ 38,39 Podebrady",REAL ESTATE
GULDEN S R O,INDUSTRIALS
"SV Kralovicka 1450-1451, Plzen",REAL ESTATE
"DINA - HITEX, spol. s r.o.",HEALTH CARE
SUBGROUP ARTIN GROUP CONSOLIDATED,INFORMATION TECHNOLOGY
DREVOCENTRUM CZ A S,MATERIALS
WIKOV SAZAVAN S R O,INDUSTRIALS
BD Nad Primaskou 24/785,REAL ESTATE
MATTELI GROUP A S,INDUSTRIALS
ATEA FUTURE S R O,CONSUMER STAPLES
"STYROPROPERTY RÝMAROV, S.R.O.",MATERIALS
BD Poznanska 434-436,REAL ESTATE
ALLWYN CESKO A.S.,CONSUMER DISCRETIONARY
"SVJ domu Drobneho 1837/7, Brno",REAL ESTATE
BD Malovicka 2759/15,REAL ESTATE
BD Pernerova 559,REAL ESTATE
Group Expandia,REAL ESTATE
KAP SERVIS S R O,INDUSTRIALS
SV Strelecky Vrch 691-693,REAL ESTATE
STAVOMONTEX s.r.o.,INDUSTRIALS
ILIOS S R O,UTILITIES
 CREDITAS Real Estate Management s.,REAL ESTATE
KOFOLA CESKOSLOVENSKO A S,CONSUMER STAPLES
"Elmoz Czech, s.r.o.",INDUSTRIALS
"SV 736, Uherske Hradiste",REAL ESTATE
NISSENS COOLING SOLUTIONS CZECH S R,INDUSTRIALS
UroKlinikum s. r. o.,HEALTH CARE
REGIOJET POOL A S,INDUSTRIALS
SPOREA S R O,CONSUMER STAPLES
NEMOCNICE AGEL CESKY TESIN A S,HEALTH CARE
PLAY WIN R D A S V LIKVIDACI,NOT RELEVANT
MOJE AMBULANCE A S,HEALTH CARE
