name,industry
BDT SUD,CONSUMER DISCRETIONARY
CONSTRUCT CEMENT SRL,INDUSTRIALS
MORANI IMPEX SRL,INDUSTRIALS
SCHRADER MEDIAS,CONSUMER DISCRETIONARY
SC HARD INOX SA,NOT RELEVANT
DAMIANAL PLUS SRL,CONSUMER STAPLES
GATOR GRUP,NOT RELEVANT
SILOSUD SA,CONSUMER STAPLES
EURODEMOLITION SOLUTIONS SRL,INDUSTRIALS
ECO STAR REL SRL,INDUSTRIALS
PETROCHIM TRADING SRL,ENERGY
MOLDOVA TRICOTAJE SA,NOT RELEVANT
SOFTRANS SRL,INDUSTRIALS
SUBGROUP SODIMED,HEALTH CARE
ESTAGROTEH SRL,INDUSTRIALS
DACHIM SRL,CONSUMER STAPLES
GROUP INTERAGRO,MATERIALS
POLICOLOR SA,MATERIALS
SPORT COUTURE TRADING GROUP SRL,CONSUMER DISCRETIONARY
AETOS TRADING & CONSULTING SRL,CONSUMER STAPLES
DAFLOG SRL,ENERGY
LAS VEGAS-MI SRL,CONSUMER STAPLES
CHESCA SPEDITION SRL,INDUSTRIALS
GROUP MELNY,INDUSTRIALS
AGREGATE BALASTIERA 2021 S.R.L,MATERIALS
SERV CLASS SRL,INDUSTRIALS
IVAS SRL,CONSUMER DISCRETIONARY
CHEMTRANSFERT SRL,MATERIALS
VIGO SVILUPPO SRL,FINANCIALS
FUNDATIA ACADEMICA ECOLOGICA DIMITR,NOT RELEVANT
SECVISTA REAL ESTATE,REAL ESTATE
SNTFC-STFC CRAIOVA,NOT RELEVANT
MIGA TRANS SRL,INDUSTRIALS
METAL HOUSE CO. SRL,MATERIALS
VITAL BLUEAQUA,NOT RELEVANT
SC CET HIDROCARBURI SA,UTILITIES
TERASTEEL SA,INDUSTRIALS
ROTIS LUX SRL,CONSUMER DISCRETIONARY
GROUP RAPTRONIC,INDUSTRIALS
SC COMMET SA TECUCI,NOT RELEVANT
SOFIMAT,NOT RELEVANT
GEN FERO CHIM CONSTRUCT SRL,NOT RELEVANT
AROMET SA,NOT RELEVANT
VERBUND TRADING ROMANIA SRL,UTILITIES
AREX LIDER COMPANY SRL,INDUSTRIALS
XIATRANS SRL,INDUSTRIALS
HORA S A,CONSUMER DISCRETIONARY
APROV,NOT RELEVANT
FUNDATIA EIDOS,NOT RELEVANT
CLASS SHOE SRL,CONSUMER DISCRETIONARY
PORR CONSTRUCT SRL,INDUSTRIALS
INTERLOAD SRL,INDUSTRIALS
ASOCIATIA METALCHRIST,NOT RELEVANT
GRESSI TRADING SRL,NOT RELEVANT
LIBERTY GALATI SA,MATERIALS
MENDOLA PRO SRL,CONSUMER DISCRETIONARY
CSC AUTO SRL,INDUSTRIALS
EXPERT SERV SRL,ENERGY
EST VEST SRL,MATERIALS
KAIZEN AUTO SRL,CONSUMER DISCRETIONARY
GROUP BITHOLDER,INDUSTRIALS
EAST NUTRITION SRL,CONSUMER STAPLES
AGRICULTORUL SRL,CONSUMER STAPLES
CRIMBO GAS 2000 SRL,ENERGY
NARID COMMERCE SRL,CONSUMER STAPLES
ELIT ROMANIA PIESE AUTO ORIGINALE S,CONSUMER DISCRETIONARY
DRAKAR NOIR SRL,REAL ESTATE
GROUP CARGO,CONSUMER DISCRETIONARY
ANDISOL SRL,CONSUMER STAPLES
GOSPODARIA COMUNALA CORONINI SRL,UTILITIES
GROUP ELMAFARM,CONSUMER STAPLES
VLASE DISTRIBUTION SRL,NOT RELEVANT
CEMINTER INTERNATIONAL SA,MATERIALS
SOBIS SOLUTIONS,INFORMATION TECHNOLOGY
C N A D N R - D R D P BUCURESTI,INDUSTRIALS
TORENT INTERNATIONAL SRL,NOT RELEVANT
SON MOTORS SRL,CONSUMER DISCRETIONARY
TOP FISH FOOD SRL,CONSUMER STAPLES
TURIST SUIOR SRL,NOT RELEVANT
Airport Smart Office SRL,NOT RELEVANT
TIMBER PRODUCT ALPROM,NOT RELEVANT
MIPO COMMODITY SRL,CONSUMER STAPLES
GROUP LIDAS,CONSUMER STAPLES
GROUP ANDAGRA,MATERIALS
IDS HISTRIA SRL,HEALTH CARE
ASOCIATIA SPORTIVA CLUB SPORTIV DOM,NOT RELEVANT
EUROFARMA CARE,HEALTH CARE
ASOCIATIA OBSTILOR VRANCENE,MATERIALS
ASOC VANAT SI PESCARILOR SPORTIVI T,INDUSTRIALS
PACEA OCTAVIAN IND,CONSUMER STAPLES
CONCELEX ENGINEERING SRL,INDUSTRIALS
METALE INTERNATIONAL SRL,NOT RELEVANT
D CORDOS LUCIAN INT IN,CONSUMER STAPLES
Group Printec,INFORMATION TECHNOLOGY
CARDIOMED SRL,HEALTH CARE
O'MAC SRL,INDUSTRIALS
MB DISTRIBUTION MED SRL,HEALTH CARE
GP INTERMODAL SA,INDUSTRIALS
FINCONT CENTER SRL,INDUSTRIALS
HEBERGER CONSTRUCTII SRL,INDUSTRIALS
PAULA C COLTESCU,NOT RELEVANT
VIANI CONSULTING SRL,INDUSTRIALS
SERVICII COMUNALE CODLEA SA,NOT RELEVANT
AVRIG 35 SA,NOT RELEVANT
CIVICA CONSTRUCT SRL,INDUSTRIALS
ARAL SIB SRL,NOT RELEVANT
ADRIAN COMPACT SRL,MATERIALS
T DANCOR ROMCONSTRUCT SRL,NOT RELEVANT
GETICA 95 COM,UTILITIES
SIEMENS,INDUSTRIALS
ZUMTOBEL LIGHTING ROMANIA S.R.L.,INDUSTRIALS
ONE DISTRIB SRL,NOT RELEVANT
IOAN ISAI,NOT RELEVANT
THESO SRL,NOT RELEVANT
TRAIAN SRL,NOT RELEVANT
NEMO EXPRES LOGISTIC SA,INDUSTRIALS
FF WIND ENERGY INTERNATIONAL SRL,UTILITIES
VERTRACOM MAR SRL,INDUSTRIALS
MITLIV REAL ESTATE SRL,INDUSTRIALS
NEPTUN SA CAMPINA,INDUSTRIALS
BEN RESOURCES SRL,CONSUMER DISCRETIONARY
TUDIA SRL,CONSUMER STAPLES
NORDEXIM COFFEE SERVICES SRL,CONSUMER STAPLES
PREMIUM PORC SIBIU SRL,CONSUMER STAPLES
NIMET SRL,INDUSTRIALS
GRUP SERBAN HOLDING SA,CONSUMER STAPLES
EPARDOSELI RETAIL SRL,CONSUMER DISCRETIONARY
LINS & WEINZIERL EXPORTPACKAGING S.,MATERIALS
ROTAKT SRL,INDUSTRIALS
IPTECH Ipari Precíziós Termék Gyárt,CONSUMER DISCRETIONARY
BERMAS SA,CONSUMER STAPLES
GROUP EMT,INDUSTRIALS
DUAL STORE CONCEPT SRL,CONSUMER DISCRETIONARY
SERBAN DISTRIBUTIE SRL,CONSUMER STAPLES
BEST M SRL,HEALTH CARE
GRAZIOSA SRL,NOT RELEVANT
THE MEDIA PARTNERSHIP SRL,CONSUMER DISCRETIONARY
PRODCARN ILIUTA SRL,CONSUMER STAPLES
GROUP VIA VITICOLA,CONSUMER STAPLES
ASOCIATIA TIGER ADVENTURE,NOT RELEVANT
CYCLE EUROPEAN SRL,INDUSTRIALS
AVICOLA SIVITA SA,NOT RELEVANT
GIURGIU NAV SA,INDUSTRIALS
PIEMONTANA LOGISTIC SRL,CONSUMER STAPLES
AGRO UNION INVEST SRL,CONSUMER STAPLES
ANALOG DEVICES GMBH- SEDIU PERMANEN,INFORMATION TECHNOLOGY
PREDEMET SA PODU ILOAIEI,NOT RELEVANT
VLASAR AGRO,CONSUMER STAPLES
SDEE PL ELECTRICA DISTRIB MUNTENIA,UTILITIES
RADU A HRINCESCU,NOT RELEVANT
IRMEX TRADING SRL,CONSUMER DISCRETIONARY
AGAIN TEXTILE TEAM SRL,NOT RELEVANT
WISE SRL RM VALCEA,NOT RELEVANT
PRISTAVU,NOT RELEVANT
TDR ENERGY SRL,INDUSTRIALS
TEHNOINVEST TRADE,MATERIALS
KRONSTARR BAU COMPANY SRL,INDUSTRIALS
COMMERCIAL SECTION OF KOREAN EMBASS,INDUSTRIALS
FORTUS,NOT RELEVANT
DINU COMP SRL,MATERIALS
HARAS SRL,CONSUMER DISCRETIONARY
OPTICRIS OPTICA SRL,CONSUMER DISCRETIONARY
COMPANIA DE LIBRARII BUCURESTI SA,CONSUMER DISCRETIONARY
BENTELER DISTRIBUTION ROMANIA SRL,MATERIALS
EXPUR SA,CONSUMER STAPLES
MERIDIAN TAXI,NOT RELEVANT
PROJECT SERVICE STL KAPPA,UTILITIES
TANCRAD CONSTRUCT SRL,INDUSTRIALS
MIRADA CONSTRUCT S R L,INDUSTRIALS
PROVENTUSS SOLUTIONS SRL,INDUSTRIALS
IND.BEKES RAMONA DELIA,CONSUMER STAPLES
AGROINDUSTRIALA SA,CONSUMER DISCRETIONARY
RAVITEX INVESTMENT SRL,INDUSTRIALS
"CENTRUL MEDICAL ""POLICLINICO DI ",HEALTH CARE
PET PRODUCT SRL,CONSUMER STAPLES
SIMACEK FACILITY SERVICES RO SRL,INDUSTRIALS
VIGRA MARKETING & SERVICES SRL,INDUSTRIALS
TEO BIB ROMANIA S.R.L.,MATERIALS
BEIRA MAR IMPEX SRL,CONSUMER STAPLES
RESTART ENERGY ONE S A,INDUSTRIALS
INTERAGRO ENISAL SRL,CONSUMER DISCRETIONARY
ELSTER ROMETRICS,INFORMATION TECHNOLOGY
GROUP ACVILA,CONSUMER DISCRETIONARY
TOP BRANDS DISTRIBUTION SRL,CONSUMER STAPLES
BILBOR MINERAL WATER SRL,CONSUMER STAPLES
CLEVER BUSINESS SRL,NOT RELEVANT
SC MILKTRADE SRL,NOT RELEVANT
COLOR-METAL,MATERIALS
MINET SA,CONSUMER DISCRETIONARY
COMINCO S. A,NOT RELEVANT
SAIZ TOUR ROMANIA SRL,INDUSTRIALS
DUCTIL INVEST SRL,NOT RELEVANT
ART CONSTRUCT 2000 S R L,NOT RELEVANT
TRANS SERV SRL,NOT RELEVANT
GROUP MARATHON DISTRIBUTION,CONSUMER STAPLES
FACONNAGE MECANIQUE DE LA BRESLE PL,MATERIALS
PESTOS PRODUCTION SRL,CONSUMER DISCRETIONARY
GEIGER TRANSILVANIA SRL,INDUSTRIALS
MATERNA INVEST SRL,INDUSTRIALS
PROENERG SA,INDUSTRIALS
SUBGROUP SEMTOP,CONSUMER STAPLES
BANAT PETROLEUM SRL,INDUSTRIALS
TRANSPORT URBAN SINAIA SRL,INDUSTRIALS
AGRICROPS CHIM SRL,MATERIALS
SOCIETATEA DE TRANSPORT BUCURESTI,INDUSTRIALS
AGROTEX SRL,CONSUMER STAPLES
TRANSPECO LOGISTICS & DISTRIBUTION,INDUSTRIALS
ELDOMIR IMPEX SRL,CONSUMER STAPLES
HELIN'S TRADING,NOT RELEVANT
ASOC DE VANAT SI PESCUIT SPORTIV CO,NOT RELEVANT
DOLY-COM SRL,CONSUMER STAPLES
SRL KMP PRINT TECHNIK,MATERIALS
CAREMIL SRL,CONSUMER DISCRETIONARY
TEHNO DEVIS SRL DEVA,NOT RELEVANT
TRANSCARPATICA SA,INDUSTRIALS
ALTO SYNCRO GRUP SRL,CONSUMER DISCRETIONARY
VODALAND BALKAN S.R.L,INDUSTRIALS
DUMITRU V IVASCHESCU,NOT RELEVANT
AMBER RECYCLING SRL,MATERIALS
VENTUREAL RO SRL,INDUSTRIALS
AXA ORTE CONSTRUCT SRL,NOT RELEVANT
FICHTNER ENVIRONMENT SRL,INDUSTRIALS
CLASSIC REAL INVEST SRL,REAL ESTATE
VECTRA SERVICE SRL,INDUSTRIALS
GROUP ELMET ENERGIE,NOT RELEVANT
CAROCAZ TRAFIC EXPEDITIE SRL,NOT RELEVANT
LAT Nitrogen Romania S.r.l.,MATERIALS
GREINER ASSISTEC,MATERIALS
RECOLO SRL,MATERIALS
FLASH LIGHTING SERVICES SA,INDUSTRIALS
ADN PREFABRICATE S.R.L,MATERIALS
CONEF GAZ SRL,INDUSTRIALS
SANTE INTERNATIONAL SA,HEALTH CARE
SMART CLEAN POWER SRL,UTILITIES
MASTER CHEM OIL SRL,ENERGY
SYNEVO ROMANIA SRL,HEALTH CARE
EAST GRAIN COMMODITIES SRL,CONSUMER STAPLES
TMUCB SA,INDUSTRIALS
AGROLAND SRL,CONSUMER STAPLES
HIDROTRAN SRL,INDUSTRIALS
SELF TRADING PETROGAZ SRL,INDUSTRIALS
ARTEGO SA TG JIU,NOT RELEVANT
HOFER JR SRL,NOT RELEVANT
NBG LEASING IFN SA,NOT RELEVANT
LEV ALON CARE SRL,HEALTH CARE
XIMENA DISTRIBUTIE SRL,CONSUMER STAPLES
STILL MATERIAL HANDLING ROMANIA SRL,INDUSTRIALS
MEDA,NOT RELEVANT
JUST SEVEN SRL,CONSUMER DISCRETIONARY
HELP FARM SRL,CONSUMER STAPLES
EREN CONS SRL,INDUSTRIALS
GROUND INVESTMENT CORP SRL,UTILITIES
ASOCIATIA DE PROPRIETARI NR 92,NOT RELEVANT
AGRIMON SRL,CONSUMER STAPLES
MEDA PROD 98 SA,CONSUMER STAPLES
ALSTOM GRID ROMANIA SRL,INDUSTRIALS
RAAL SA,NOT RELEVANT
DEM MEDIA SRL,NOT RELEVANT
COSTEL CEOCEA,NOT RELEVANT
ORLANDI INVESTMENT SRL,NOT RELEVANT
CETATEA DE BALTA,CONSUMER STAPLES
NALBA SRL,CONSUMER STAPLES
CFR IRLU BUCURESTI SECTIA IRLU CRAI,INDUSTRIALS
BUCUR SA,CONSUMER STAPLES
GROUP HIGHLANDER,HEALTH CARE
RAVY PREST SRL,INDUSTRIALS
ANIOEST CONSULT SRL,INDUSTRIALS
ELSIT COM SRL,CONSUMER STAPLES
GIORGIO TRANS SRL,INDUSTRIALS
RASOVA WINE SRL,CONSUMER DISCRETIONARY
SUBGROUP MANNS AGRO,CONSUMER STAPLES
SubGRoup Total Agro Grain,CONSUMER STAPLES
CELLUTEC ROM SRL,MATERIALS
VICONEX-TRANS SRL,INDUSTRIALS
AETA S.A,CONSUMER DISCRETIONARY
SDM LOGISTIC PLUS SRL,CONSUMER STAPLES
FRIAL SA,INDUSTRIALS
GROUP NUTRIENTUL,CONSUMER STAPLES
MAXIFARMA HEALTHCARE S.R.L,HEALTH CARE
TEHNOLOGICA RADION SRL,NOT RELEVANT
RAO DISTRIBUTIE SRL,NOT RELEVANT
AGRICOLA BEESARSEN SRL,NOT RELEVANT
I B S PRODUCTION SRL,INDUSTRIALS
RAMB SISTEM SRL,INDUSTRIALS
BAMESA OTEL SA,MATERIALS
RANI PALADE,NOT RELEVANT
PASAGRIS & TRADE IMPEX SRL,NOT RELEVANT
AMONIL SA IN INSOLVENTA,NOT RELEVANT
UNIPREST INSTAL SRL,INDUSTRIALS
KRANZ EUROCENTER SRL,INDUSTRIALS
EUROPLAST INDUSTRIES SRL,MATERIALS
FLOREASCA TOWER SRL,NOT RELEVANT
GEYER&BUCHEGGER LEASING,NOT RELEVANT
MIHAIL C CIRCIUMARESCU,NOT RELEVANT
PHARM AHEAD SRL,HEALTH CARE
EUROAVI SRL,CONSUMER STAPLES
ROTIEMME IMPEX SRL,NOT RELEVANT
RUS SAVITAR SRL,CONSUMER DISCRETIONARY
VIGRAINS SRL,CONSUMER STAPLES
MASIFPANEL SRL,MATERIALS
FARMACEUTICA ARGESFARM SA,CONSUMER STAPLES
PROFIPET COM SRL,CONSUMER STAPLES
OZGROUP GLOBAL SRL,CONSUMER STAPLES
WUPPERMANN OTEL ROMANIA SRL,CONSUMER DISCRETIONARY
MARGA OIL PRODUCTION,NOT RELEVANT
DODO PIZZA LUJERULUI SRL,CONSUMER DISCRETIONARY
Group Pluto A&M,CONSUMER STAPLES
BRIGHT ENGINEERING-RO SRL,INDUSTRIALS
AGROLAND RETAIL SRL,CONSUMER STAPLES
PALLET EXPRESS SRL,INDUSTRIALS
VEL PITAR SA,CONSUMER STAPLES
THEDA MAR SA,INDUSTRIALS
ENEVO ENGINEERING S.R.L.,INDUSTRIALS
VTS ROMANIA SRL,INDUSTRIALS
UNICOM ENERGY SRL,ENERGY
FORBAKE SYSTEMS S.R.L.,CONSUMER STAPLES
CHIR CAFE SRL,NOT RELEVANT
CONREP INSTAL RO,NOT RELEVANT
TOBACCO DISTRIBUTION COMPANY SRL,CONSUMER STAPLES
SERPICO SRL,NOT RELEVANT
LASCAR 31 BUSINESS CENTER SA,NOT RELEVANT
CONPHYS SRL,MATERIALS
SINAI COMIMPEX SRL,INDUSTRIALS
MECANICA CEAHLAU,NOT RELEVANT
APOLODOR COM IMPEX SRL,NOT RELEVANT
AUTO WORLD PARK SRL,CONSUMER DISCRETIONARY
MAX SPEDITION OVERSEAS,NOT RELEVANT
other_assets_other_liabilities_RO,NOT RELEVANT
CONARG REAL ESTATE SRL,REAL ESTATE
SMART FOOD SOLUTIONS,CONSUMER STAPLES
Europolis Orhideea B. C. SRL,REAL ESTATE
ANSETT LOGISTICS SRL,INDUSTRIALS
RAIFFEISEN SERVICES SRL,INDUSTRIALS
NORD CONFOREST SA,INDUSTRIALS
ASFAMIXT SRL,INDUSTRIALS
R.A. RAMI DACIA,NOT RELEVANT
SC PRAKTIKER ROMANIA S.R.L.,CONSUMER DISCRETIONARY
SUBGROUP PLANTEXTRAKT,HEALTH CARE
SNGN ROMGAZ SA,ENERGY
GROUP IZOCON MC,CONSUMER STAPLES
GASHOUSE MANAGEMENT SRL,INDUSTRIALS
ROBMERY TRANS SRL,CONSUMER STAPLES
BAUER KOMPRESSOREN SRL,INDUSTRIALS
TURIST SERVICE SRL,CONSUMER DISCRETIONARY
GROUP FARMACIA ADRIANA,CONSUMER STAPLES
LUZAN LOGISTIC S R L,CONSUMER STAPLES
TUTU TRANS SRL,CONSUMER STAPLES
REGIA PUBLICA LOCALA OCOLUL ,MATERIALS
OPOSSUM ROMANIA SRL,REAL ESTATE
ONCO TEAM DIAGNOSTIC S.R.L,HEALTH CARE
TRANSBITUM SRL,INDUSTRIALS
GROUP BADER,CONSUMER DISCRETIONARY
RATBV SA,INDUSTRIALS
SUCT SA,INDUSTRIALS
SC PLANTISAN SRL,NOT RELEVANT
CAMELEON INVEST SRL,MATERIALS
MARIA D DRAGOTEANU,NOT RELEVANT
ATERO SRL,CONSUMER DISCRETIONARY
DALICON SRL,NOT RELEVANT
K-SIGI SRL,CONSUMER STAPLES
SPED UMB,NOT RELEVANT
MAGDOLNA IMPEX SRL,INDUSTRIALS
CLASIQ WINE SRL,CONSUMER STAPLES
RARTEL SA,COMMUNICATIONS
MIRA EXPORT SRL,HEALTH CARE
LUCRARI DRUMURI SI PODURI SA VASLUI,INDUSTRIALS
INTERAMAL GROUP DISTRIBUTION,CONSUMER STAPLES
SNGN ROMGAZ SA MEDIAS SUCURSALA PLO,UTILITIES
MULTIMODAL SERVICE SRL,INDUSTRIALS
AVALON GRUP SRL,NOT RELEVANT
SC CASCADA SRL TECUCI,NOT RELEVANT
WOODCOTE N-E,NOT RELEVANT
DEVAROM PRODCONSTRUCT SRL DEVA,NOT RELEVANT
MULTIPLAN ELECTRONICS SRL,CONSUMER DISCRETIONARY
AGRINATURA SA,CONSUMER STAPLES
FCC ENVIRONMENT ROMANIA SRL,INDUSTRIALS
SORTEM COM SRL,CONSUMER DISCRETIONARY
UNU TIC SRL,INDUSTRIALS
FARMACIA ADONIS PLUS SRL,HEALTH CARE
ECOVOL ILFOV SA,INDUSTRIALS
SUBGROUP BARTER,CONSUMER STAPLES
CASORI S R L,UTILITIES
POZITRON MEDICAL INVESTIGATION SRL,HEALTH CARE
SPEDITION UMB SRL,INDUSTRIALS
GRAND TRANS AV SRL,INDUSTRIALS
STERLING CRUISE MEAT MANAGEMENT S.R,CONSUMER STAPLES
TRANSFERO TURISTIC SRL,INDUSTRIALS
GOLDEN STAR SRL,MATERIALS
IFN DUNAREA LEASING SA,NOT RELEVANT
MIRDATOD PROD SRL,CONSUMER STAPLES
GREENLIGHT RENEWABLE S.R.L,UTILITIES
TC MASURARE & CONTROL SRL,INFORMATION TECHNOLOGY
RARA CONSTRUCT SRL,INDUSTRIALS
AEROSTAR SRL,NOT RELEVANT
INTERCOM AGRO SRL,NOT RELEVANT
ALLIANSO TERMINAL SRL,INDUSTRIALS
CEREAL BAC SRL,CONSUMER STAPLES
ARAL SRL,ENERGY
GROUP MARK TWAIN INTERNATIONAL,CONSUMER DISCRETIONARY
CLUBUL SPORTIV DE FOTBAL CFR 1933 T,NOT RELEVANT
Perla Covasnei S.A. -Technikai szám,NOT RELEVANT
HORNBACH IMOBILIARE SRL,FINANCIALS
EUROLEASE AUTO IFN SA,NOT RELEVANT
CROSS LAND CONSTRUCT SRL,INDUSTRIALS
DIANA SRL,CONSUMER STAPLES
ASOCIATIA INSTITUTUL PT POLITICI SO,INDUSTRIALS
GROUP Bockhold,CONSUMER STAPLES
EUROSTRUCTUR SRL,NOT RELEVANT
OBSTEA POJARNA,NOT RELEVANT
DINAMIC B.M.P.,NOT RELEVANT
MIRCEA D MURESAN,NOT RELEVANT
FLORENTIN L PETICILA,NOT RELEVANT
SADY COM SRL,INDUSTRIALS
NORDEX FOOD ROMANIA SRL,CONSUMER STAPLES
CAN-PACK ROMANIA SRL,MATERIALS
G.A.A.D. INVEST INTERNATIONAL SRL,CONSUMER STAPLES
DELKIMVAS SRL,INDUSTRIALS
UTTIS INDUSTRIES SRL,INDUSTRIALS
METAL GROUP COMIMPEX SRL,MATERIALS
CARGO AGROTERRA SRL,CONSUMER STAPLES
SUBGROUP AVIA,CONSUMER DISCRETIONARY
AGRO INVESTMENTS MOLDOVA SRL,CONSUMER STAPLES
PAPALITO TRADING SRL,CONSUMER STAPLES
SMARTWARE SRL,INFORMATION TECHNOLOGY
DONA MARKETING GRUP SRL,COMMUNICATIONS
NIFRON SRL,MATERIALS
GROUP GABRIEL BUCUR,ENERGY
SURUB TRADE SRL,CONSUMER DISCRETIONARY
RAVUL SRL,CONSUMER STAPLES
EUROPEAN FABRICATIONS,MATERIALS
INTEGRALSERV SRL,INDUSTRIALS
CON-A PRODUCTIONS SRL,MATERIALS
IUTIMCOM SRL,REAL ESTATE
SILK ROUTE SHIPPING SRL,INDUSTRIALS
METROTEHNICA INTERNATIONAL SRL,CONSUMER DISCRETIONARY
IMDIA SRL,CONSUMER STAPLES
OMEGA IS COMUNICATIONS SRL,NOT RELEVANT
APLAST SRL,INDUSTRIALS
A A MARKETING AND MANAGEMENT SRL,CONSUMER DISCRETIONARY
WIELPUETZ SRL,CONSUMER DISCRETIONARY
REGIA AUTONOMA DE TRANSPORT LOCAL T,NOT RELEVANT
PARTIDUL CONSERVATOR,NOT RELEVANT
TMUCB SA SUCURSALA PIATRA NEAMT,NOT RELEVANT
NHR AGROPARTNERS SRL,NOT RELEVANT
ASICO TRANS SRL,NOT RELEVANT
ADIMET SA,NOT RELEVANT
FSU SAN DOM,NOT RELEVANT
SALAMANDRA PLUS SRL,CONSUMER STAPLES
SIPEX COMPANY S.A,NOT RELEVANT
BUNMET ENGINEERING SRL,INDUSTRIALS
BUCUR AUGUSTIN LOGISTIC SRL,INDUSTRIALS
SITROM AIUD,NOT RELEVANT
